accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,state
-3.6056678,5.0951605,7.3816233,0.01786781,-0.009162978,-0.003970624,SIT
-3.6056678,5.0951605,7.3816233,0.003817908,-0.07819075,0.032070424,SIT
-3.502717,5.210082,7.3002205,0.003817908,-0.07819075,0.032070424,SIT
-3.502717,5.210082,7.3002205,-0.003512475,0.016493361,0.003970624,SIT
-3.5362358,5.1406503,7.343316,-0.003512475,0.016493361,0.003970624,SIT
-3.5362358,5.1406503,7.343316,-0.0346666,0.018936822,-0.01985312,SIT
-3.7205894,5.0616417,7.4319015,-0.0346666,0.018936822,-0.01985312,SIT
-3.7205894,5.0616417,7.4319015,-0.030390546,0.040927973,-0.022907447,SIT
-3.4165258,5.2388124,7.498939,-0.030390546,0.040927973,-0.022907447,SIT
-3.4165258,5.2388124,7.498939,0.013591751,-0.007330383,0.01740966,SIT
-3.5625722,5.1645923,7.4175363,0.013591751,-0.007330383,0.01740966,SIT
-3.5625722,5.1645923,7.4175363,0.006261369,0.035430185,-0.005192355,SIT
-3.655946,5.1909285,7.290643,0.006261369,0.035430185,-0.005192355,SIT
-3.655946,5.1909285,7.290643,-0.001069014,0.027488936,-0.024740042,SIT
-3.6583402,5.1454387,7.3744407,-0.001069014,0.027488936,-0.024740042,SIT
-3.6583402,5.1454387,7.3744407,-0.009621128,0.032986723,0.022907447,SIT
-3.7924154,5.1191025,7.4079595,-0.009621128,0.032986723,0.022907447,SIT
-3.7924154,5.1191025,7.4079595,-0.030390546,0.043982297,-0.034513887,SIT
-3.9791632,4.8722005,7.4319015,-0.030390546,0.043982297,-0.034513887,SIT
-3.9791632,4.8722005,7.4319015,-0.07315111,0.099571034,-0.027794369,SIT
-3.9552212,5.123891,7.0057335,-0.07315111,0.099571034,-0.027794369,SIT
-3.9552212,5.123891,7.0057335,-0.038331795,0.062308256,0.10354166,SIT
-4.5178585,4.4005427,8.6457615,-0.038331795,0.062308256,0.10354166,SIT
-4.5178585,4.4005427,8.6457615,-0.7060075,-0.086132,0.29535335,SIT
-2.9616275,4.213795,12.56507,-0.7060075,-0.086132,0.29535335,SIT
-2.9616275,4.213795,12.56507,-0.6113234,-0.32620203,0.5885687,SIT
-3.2249897,2.8898015,8.583512,-0.6113234,-0.32620203,0.5885687,SIT
-3.2249897,2.8898015,8.583512,-0.17455475,0.064751714,0.10720685,SIT
-1.127669,2.7748797,9.471761,-0.17455475,0.064751714,0.10720685,SIT
-1.127669,2.7748797,9.471761,0.18524489,-0.93523467,0.71929383,SIT
-1.2856863,2.6743233,7.8868,0.18524489,-0.93523467,0.71929383,SIT
-1.2856863,2.6743233,7.8868,0.08384126,-0.07574729,0.60139686,SIT
-0.8810662,3.7972038,7.8341274,0.08384126,-0.07574729,0.60139686,SIT
-0.8810662,3.7972038,7.8341274,0.3129157,0.36651915,0.37782016,SIT
-0.62009823,4.879383,7.1613564,0.3129157,0.36651915,0.37782016,SIT
-0.62009823,4.879383,7.1613564,0.37888917,-0.084910266,0.19272798,SIT
-0.059855044,2.9233203,9.5052805,0.37888917,-0.084910266,0.19272798,UNKNOWN
-0.059855044,2.9233203,9.5052805,-0.4830417,-0.15821409,-0.17379116,UNKNOWN
-1.532289,3.6655228,5.5476646,-0.4830417,-0.15821409,-0.17379116,UNKNOWN
-1.532289,3.6655228,5.5476646,-0.024281893,-0.22418754,-0.13347405,UNKNOWN
0.30406362,3.7205894,9.455002,-0.024281893,-0.22418754,-0.13347405,STAND
0.30406362,3.7205894,9.455002,-0.23441954,-0.13439035,0.008857546,STAND
0.35673606,3.466804,8.755895,-0.23441954,-0.13439035,0.008857546,STAND
0.35673606,3.466804,8.755895,0.05085453,-0.26206118,-0.3051272,STAND
-0.521936,3.0550013,9.778219,0.05085453,-0.26206118,-0.3051272,STAND
-0.521936,3.0550013,9.778219,-0.3022256,-0.27488935,-0.52931476,STAND
0.31364042,2.966416,10.113407,-0.3022256,-0.27488935,-0.52931476,STAND
0.31364042,2.966416,10.113407,-0.15745051,-0.1826487,-0.22632557,STAND
0.04070143,2.918532,8.5476,-0.15745051,-0.1826487,-0.22632557,STAND
0.04070143,2.918532,8.5476,0.28115073,-0.106901415,-0.14569137,STAND
0.06464344,3.3901896,8.8205385,0.28115073,-0.106901415,-0.14569137,STAND
0.06464344,3.3901896,8.8205385,-0.039553523,-0.118507855,-0.11575896,STAND
-0.04309563,3.2034419,9.387964,-0.039553523,-0.118507855,-0.11575896,STAND
-0.04309563,3.2034419,9.387964,-0.12629639,-0.080634214,-0.183565,STAND
-0.24899697,3.1651347,9.253889,-0.12629639,-0.080634214,-0.183565,STAND
-0.24899697,3.1651347,9.253889,-0.026725354,0.023823744,-0.20799962,STAND
0.2657564,3.1890767,9.208399,-0.026725354,0.023823744,-0.20799962,STAND
0.2657564,3.1890767,9.208399,0.104610674,0.017104227,0.03023783,STAND
0.06703765,3.5170822,8.66731,0.104610674,0.017104227,0.03023783,STAND
0.06703765,3.5170822,8.66731,-0.049938235,0.08124508,-0.061391957,STAND
0.25857377,3.2920272,9.543588,-0.049938235,0.08124508,-0.061391957,STAND
0.25857377,3.2920272,9.543588,-0.107359566,-0.11362094,-0.0888809,STAND
-0.12449849,3.4763808,8.887576,-0.107359566,-0.11362094,-0.0888809,STAND
-0.12449849,3.4763808,8.887576,-0.04444045,0.1160644,-0.17989981,STAND
-0.30885202,3.3782187,9.285013,-0.04444045,0.1160644,-0.17989981,STAND
-0.30885202,3.3782187,9.285013,-0.045662176,-0.103847094,-0.14263703,STAND
-0.19153613,3.0334535,9.648932,-0.045662176,-0.103847094,-0.14263703,STAND
-0.19153613,3.0334535,9.648932,-0.021227567,-0.04886922,-0.004581489,STAND
0.011971008,3.0382419,8.911518,-0.021227567,-0.04886922,-0.004581489,STAND
0.011971008,3.0382419,8.911518,0.11255192,-0.06780604,0.082161374,STAND
0.011971008,3.0382419,8.911518,-0.024281893,0.08735373,0.08460484,STAND
-0.23223756,3.3542767,9.1629095,-0.024281893,0.08735373,0.08460484,STAND
-0.21308395,3.1914709,9.179668,-0.024281893,0.08735373,0.08460484,STAND
-0.21308395,3.1914709,9.179668,0.06429356,0.096516706,0.1695151,STAND
-0.4333505,3.157952,8.8444805,0.06429356,0.096516706,0.1695151,STAND
-0.4333505,3.157952,8.8444805,0.082619525,-0.005497787,0.15241088,STAND
-0.5602432,3.2345665,9.644144,0.082619525,-0.005497787,0.15241088,STAND
-0.5602432,3.2345665,9.644144,-0.082924955,0.10140363,0.15851954,STAND
-1.2880806,2.5498247,9.522039,-0.082924955,0.10140363,0.15851954,UNKNOWN
-1.2880806,2.5498247,9.522039,-0.1330159,0.043982297,0.40103304,UNKNOWN
-1.4341269,2.861071,10.407894,-0.1330159,0.043982297,0.40103304,WALK
-1.4341269,2.861071,10.407894,0.10338894,0.66889745,0.8885035,WALK
-0.7469909,2.7820623,9.988909,0.10338894,0.66889745,0.8885035,WALK
-0.7469909,2.7820623,9.988909,-0.12629639,-0.089186326,0.9117164,WALK
-0.48362875,3.0765493,8.743924,-0.12629639,-0.089186326,0.9117164,WALK
-0.48362875,3.0765493,8.743924,0.105832405,0.5589417,0.7254025,WALK
0.40222588,3.5170822,9.131784,0.105832405,0.5589417,0.7254025,WALK
0.40222588,3.5170822,9.131784,-0.07498371,0.46853364,0.7266242,WALK
-0.36631286,3.4691982,8.020875,-0.07498371,0.46853364,0.7266242,WALK
-0.36631286,3.4691982,8.020875,0.09789115,0.26511553,0.7498371,WALK
0.58657944,4.5441947,8.911518,0.09789115,0.26511553,0.7498371,WALK
0.58657944,4.5441947,8.911518,0.022143865,0.29993483,0.29718593,WALK
0.58657944,4.5441947,8.911518,-0.15439619,-0.052534413,-0.23304509,WALK
1.0845734,0.9504981,8.760683,-0.15439619,-0.052534413,-0.23304509,WALK
0.7685388,2.4971523,9.366416,-0.15439619,-0.052534413,-0.23304509,WALK
0.7685388,2.4971523,9.366416,-0.114689946,-0.39400807,-0.57757306,WALK
0.21787235,2.657564,10.355222,-0.114689946,-0.39400807,-0.57757306,WALK
0.21787235,2.657564,10.355222,-0.049938235,-0.5290093,-1.0998629,WALK
0.4357447,3.3518825,8.461408,-0.049938235,-0.5290093,-1.0998629,WALK
0.4357447,3.3518825,8.461408,0.26465738,-0.77213365,-1.1994339,WALK
1.2593501,2.135628,11.909059,0.26465738,-0.77213365,-1.1994339,WALK
1.2593501,2.135628,11.909059,-0.08536842,-0.15821409,-1.0705414,WALK
1.1180922,2.4588451,9.601048,-0.08536842,-0.15821409,-1.0705414,WALK
1.1180922,2.4588451,9.601048,0.45707992,-0.40439278,-0.8017606,WALK
0.28491,3.9863458,8.336909,0.45707992,-0.40439278,-0.8017606,WALK
0.28491,3.9863458,8.336909,-0.050549097,0.17898351,-1.3087788,WALK
1.0941502,4.8243165,12.119748,-0.050549097,0.17898351,-1.3087788,WALK
1.0941502,4.8243165,12.119748,-0.051159963,0.111177474,-0.636827,WALK
0.17717093,2.5809495,7.4438725,-0.051159963,0.111177474,-0.636827,WALK
0.17717093,2.5809495,7.4438725,0.21029036,-0.3408628,-0.591623,WALK
-0.62488663,3.1723173,7.5420346,0.21029036,-0.3408628,-0.591623,WALK
-0.62488663,3.1723173,7.5420346,0.28725937,-0.3903429,-1.2012665,WALK
-1.2186487,5.0496707,8.870816,0.28725937,-0.3903429,-1.2012665,WALK
-1.2186487,5.0496707,8.870816,-0.058490347,-0.79534656,-1.2385293,WALK
-0.038307227,3.1387985,11.525987,-0.058490347,-0.79534656,-1.2385293,WALK
-0.038307227,3.1387985,11.525987,-0.3559817,-0.8228355,-0.8897252,WALK
0.3184288,2.9257145,7.2451534,-0.3559817,-0.8228355,-0.8897252,WALK
0.3184288,2.9257145,7.2451534,0.23411411,-0.1337795,-0.68691796,WALK
-0.19393034,4.331111,7.4342957,0.23411411,-0.1337795,-0.68691796,WALK
-0.19393034,4.331111,7.4342957,0.2817616,-0.11056661,-0.2751948,WALK
-1.1971009,4.8123455,9.296985,0.2817616,-0.11056661,-0.2751948,WALK
-1.1971009,4.8123455,9.296985,-0.30650163,-0.07819075,0.08827003,WALK
-0.38067806,2.3942018,9.9099,-0.30650163,-0.07819075,0.08827003,WALK
-0.38067806,2.3942018,9.9099,0.06856962,-0.1441642,0.7425067,WALK
0.9792285,3.4524388,7.8221564,0.06856962,-0.1441642,0.7425067,WALK
0.9792285,3.4524388,7.8221564,0.8529206,0.052534413,1.2757921,WALK
1.8698715,4.721366,8.81575,0.8529206,0.052534413,1.2757921,WALK
1.8698715,4.721366,8.81575,0.5028948,-0.12705997,0.6930266,WALK
1.0079589,2.8658595,9.811738,0.5028948,-0.12705997,0.6930266,WALK
1.0079589,2.8658595,9.811738,-0.84406304,0.24129178,-0.54275376,WALK
-0.80924016,3.6415808,6.7830725,-0.84406304,0.24129178,-0.54275376,WALK
-0.80924016,3.6415808,6.7830725,0.23350324,-0.014049901,-0.26297748,WALK
-1.5753847,4.1802764,9.44303,0.23350324,-0.014049901,-0.26297748,WALK
-1.5753847,4.1802764,9.44303,-0.1330159,0.312763,0.22327125,WALK
-1.5969325,3.1387985,10.640132,-0.1330159,0.312763,0.22327125,WALK
-1.5969325,3.1387985,10.640132,-0.001069014,0.30176744,0.97158116,WALK
-1.0941502,0.9840169,9.617807,-0.001069014,0.30176744,0.97158116,WALK
-1.0941502,0.9840169,9.617807,0.16997325,0.5155703,1.6630806,WALK
-0.25857377,3.359065,8.24593,0.16997325,0.5155703,1.6630806,WALK
-0.25857377,3.359065,8.24593,0.26343563,0.6988298,1.5971072,WALK
-0.18914193,4.644751,8.459014,0.26343563,0.6988298,1.5971072,WALK
-0.18914193,4.644751,8.459014,0.023365596,0.028099801,0.9605856,WALK
0.107739076,1.9991584,10.601825,0.023365596,0.028099801,0.9605856,WALK
0.107739076,1.9991584,10.601825,-0.6272059,0.7312057,0.59650993,WALK
0.002394202,2.9783869,6.962638,-0.6272059,0.7312057,0.59650993,WALK
0.002394202,2.9783869,6.962638,0.4082107,-0.119729586,0.9477574,WALK
0.023942016,3.2632968,10.465355,0.4082107,-0.119729586,0.9477574,WALK
0.023942016,3.2632968,10.465355,-0.30833423,0.61086524,0.9324858,WALK
-0.35913026,1.8914193,10.881946,-0.30833423,0.61086524,0.9324858,WALK
-0.35913026,1.8914193,10.881946,-0.12935072,0.61391956,0.5195409,WALK
-0.79248077,0.9600749,8.305785,-0.12935072,0.61391956,0.5195409,WALK
-0.79248077,0.9600749,8.305785,-0.3914119,0.6432411,0.23060162,WALK
-0.35434186,3.301604,9.390358,-0.3914119,0.6432411,0.23060162,WALK
-0.35434186,3.301604,9.390358,0.089949906,0.18081611,-0.089491755,WALK
0.011971008,2.8921957,10.692804,0.089949906,0.18081611,-0.089491755,WALK
0.011971008,2.8921957,10.692804,0.18463401,-0.02321288,-0.61117065,WALK
0.2777274,1.5394717,8.482956,0.18463401,-0.02321288,-0.61117065,WALK
0.2777274,1.5394717,8.482956,0.26465738,-0.68294734,-1.1725558,WALK
-0.30885202,2.5881321,8.415918,0.26465738,-0.68294734,-1.1725558,WALK
-0.30885202,2.5881321,8.415918,0.19929479,-0.35918877,-1.2470814,WALK
-1.9201498,3.028665,10.2379055,0.19929479,-0.35918877,-1.2470814,WALK
-1.9201498,3.028665,10.2379055,-0.10064005,-0.15760323,-0.7021896,WALK
-0.62249243,2.2361844,8.93546,-0.10064005,-0.15760323,-0.7021896,WALK
-0.62249243,2.2361844,8.93546,0.036193766,-0.026267206,0.6966918,WALK
0.11492168,2.825158,8.672098,0.036193766,-0.026267206,0.6966918,WALK
0.11492168,2.825158,8.672098,0.25060746,0.08002335,0.46822822,WALK
0.51235914,4.2544966,8.806173,0.25060746,0.08002335,0.46822822,WALK
0.51235914,4.2544966,8.806173,0.22006421,-0.07452556,0.033292156,WALK
-0.20829555,3.6942532,8.921095,0.22006421,-0.07452556,0.033292156,WALK
-0.20829555,3.6942532,8.921095,-0.22403483,-0.23640485,-0.65270954,WALK
-0.60094464,1.5897499,8.863634,-0.22403483,-0.23640485,-0.65270954,WALK
-0.60094464,1.5897499,8.863634,-0.3022256,-0.65118235,-0.64843345,WALK
-0.62967503,1.970428,9.648932,-0.3022256,-0.65118235,-0.64843345,WALK
-0.62967503,1.970428,9.648932,0.02031127,-0.105068825,-0.4981606,WALK
-0.06943185,2.3104045,9.222764,0.02031127,-0.105068825,-0.4981606,WALK
-0.06943185,2.3104045,9.222764,-0.123242065,0.1142318,0.022296581,WALK
0.40462008,2.6791117,9.328109,-0.123242065,0.1142318,0.022296581,UNKNOWN
0.40462008,2.6791117,9.328109,0.1339322,0.30787608,0.68936145,UNKNOWN
0.5410896,2.743755,7.156568,0.1339322,0.30787608,0.68936145,STAND
0.5410896,2.743755,7.156568,0.06612616,0.049480084,0.4260785,STAND
0.19393034,3.0262709,9.627384,0.06612616,0.049480084,0.4260785,STAND
0.19393034,3.0262709,9.627384,-0.47448957,-0.099571034,0.013744468,STAND
0.5650316,3.0789435,9.481338,-0.47448957,-0.099571034,0.013744468,STAND
0.5650316,3.0789435,9.481338,-0.15317446,0.040927973,0.093767814,STAND
0.2705448,2.8083985,9.648932,-0.15317446,0.040927973,0.093767814,STAND
0.2705448,2.8083985,9.648932,0.016035212,-0.05009095,0.09254608,STAND
0.46926352,2.9712043,9.081507,0.016035212,-0.05009095,0.09254608,STAND
0.46926352,2.9712043,9.081507,-0.009010263,-0.08368854,-0.00580322,STAND
0.260968,2.9735985,9.478944,-0.009010263,-0.08368854,-0.00580322,STAND
0.260968,2.9735985,9.478944,-0.057268616,0.026267206,-0.20372356,STAND
0.059855044,2.705448,9.241918,-0.057268616,0.026267206,-0.20372356,STAND
0.059855044,2.705448,9.241918,-0.07192938,0.040317107,-0.12064589,STAND
0.110133275,2.6767175,9.466972,-0.07192938,0.040317107,-0.12064589,STAND
0.110133275,2.6767175,9.466972,-0.001069014,0.06047566,-0.04917465,STAND
0.06464344,2.7581203,9.466972,-0.001069014,0.06047566,-0.04917465,STAND
0.06464344,2.7581203,9.466972,-0.015118915,0.009773844,-0.009468411,STAND
0,2.681506,9.229947,-0.015118915,0.009773844,-0.009468411,STAND
0,2.681506,9.229947,0.00870483,-0.014660766,0.030848695,STAND
0.4261679,2.8538885,9.273043,0.00870483,-0.014660766,0.030848695,STAND
0.4261679,2.8538885,9.273043,0.003207043,0.009773844,0.008246681,STAND
0.088585466,2.8419175,9.428665,0.003207043,0.009773844,0.008246681,STAND
0.088585466,2.8419175,9.428665,-0.02367103,0.019547688,-0.060170226,STAND
0.04309563,2.7988217,9.318532,-0.02367103,0.019547688,-0.060170226,STAND
0.04309563,2.7988217,9.318532,-0.03772093,-0.015882496,-0.160963,STAND
0.059855044,2.7126305,9.392753,-0.03772093,-0.015882496,-0.160963,STAND
0.059855044,2.7126305,9.392753,0.015424348,-0.08124508,-0.121256754,STAND
0.11252748,2.741361,9.507674,0.015424348,-0.08124508,-0.121256754,STAND
0.11252748,2.741361,9.507674,-0.04505131,-0.018325957,-0.15485434,STAND
0.004788403,2.633622,9.349657,-0.04505131,-0.018325957,-0.15485434,STAND
0.004788403,2.633622,9.349657,0.02031127,-0.045814894,-0.03268129,STAND
0.076614454,2.60968,9.421483,0.02031127,-0.045814894,-0.03268129,STAND
0.076614454,2.60968,9.421483,0.03863723,-0.028099801,0.003970624,STAND
0.29209262,2.8538885,9.2347355,0.03863723,-0.028099801,0.003970624,STAND
0.29209262,2.8538885,9.2347355,0.012980887,0.016493361,0.024740042,STAND
0.20111294,2.777274,9.81892,0.012980887,0.016493361,0.024740042,STAND
0.20111294,2.777274,9.81892,-0.010231993,0.012217305,-0.032070424,STAND
-0.074220255,3.0621839,9.129391,-0.010231993,0.012217305,-0.032070424,UNKNOWN
-0.074220255,3.0621839,9.129391,-0.16233744,0.08307768,-0.17195857,UNKNOWN
-0.39025488,3.7972038,8.030452,-0.16233744,0.08307768,-0.17195857,WALK
-0.39025488,3.7972038,8.030452,-0.01450805,0.3848451,-0.036957346,WALK
-0.44532153,3.8402996,8.324939,-0.01450805,0.3848451,-0.036957346,WALK
-0.44532153,3.8402996,8.324939,-0.27779096,0.045814894,-0.2012801,WALK
-0.6488287,3.7948096,10.594642,-0.27779096,0.045814894,-0.2012801,WALK
-0.6488287,3.7948096,10.594642,-0.17394388,-0.013439035,-0.16768251,WALK
0.33758244,1.0630256,10.812514,-0.17394388,-0.013439035,-0.16768251,WALK
0.33758244,1.0630256,10.812514,-0.040775254,-0.61269784,-0.14080444,WALK
-0.17717093,0.85473,7.4175363,-0.040775254,-0.61269784,-0.14080444,WALK
-0.17717093,0.85473,7.4175363,0.23900102,-0.1459968,-0.58001655,WALK
-1.0821792,2.4492683,8.334516,0.23900102,-0.1459968,-0.58001655,WALK
-1.0821792,2.4492683,8.334516,-0.08597928,0.10751228,-0.6258314,WALK
-1.4891934,3.2561142,10.786178,-0.08597928,0.10751228,-0.6258314,WALK
-1.4891934,3.2561142,10.786178,-0.2667954,0.15454891,0.18295415,WALK
0.4141969,1.436521,10.288184,-0.2667954,0.15454891,0.18295415,WALK
0.4141969,1.436521,10.288184,-0.38041633,0.38362336,0.6227771,WALK
0.16998832,2.5019407,6.5436525,-0.38041633,0.38362336,0.6227771,WALK
0.16998832,2.5019407,6.5436525,0.6250679,0.070249505,0.70829827,WALK
0.6847417,2.8898015,11.008839,0.6250679,0.070249505,0.70829827,WALK
0.6847417,2.8898015,11.008839,0.22495113,-0.34880406,0.060170226,WALK
0.19153613,1.2090719,11.24347,0.22495113,-0.34880406,0.060170226,WALK
0.19153613,1.2090719,11.24347,-0.73655075,0.06536258,-0.6264423,WALK
-0.58418524,2.6384103,7.166145,-0.73655075,0.06536258,-0.6264423,WALK
-0.58418524,2.6384103,7.166145,0.44180828,0.16798794,-0.6160576,WALK
-1.9249382,3.107674,9.696816,0.44180828,0.16798794,-0.6160576,WALK
-1.9249382,3.107674,9.696816,-0.150731,-0.02565634,-0.46761733,WALK
-2.2697031,0.93613285,9.074324,-0.150731,-0.02565634,-0.46761733,WALK
-2.2697031,0.93613285,9.074324,-0.19226983,0.096516706,0.5109888,WALK
-0.31603462,1.6783354,8.233959,-0.19226983,0.096516706,0.5109888,WALK
-0.31603462,1.6783354,8.233959,0.12599096,-0.02321288,0.97524637,WALK
0.58657944,3.502717,9.577106,0.12599096,-0.02321288,0.97524637,WALK
0.58657944,3.502717,9.577106,0.44913867,-0.45142943,0.84391034,WALK
-0.45729253,0.90979666,11.11179,0.44913867,-0.45142943,0.84391034,WALK
-0.45729253,0.90979666,11.11179,-0.1385137,-0.17104226,-0.24098633,WALK
-0.6392518,2.1763294,9.012074,-0.1385137,-0.17104226,-0.24098633,WALK
-0.6392518,2.1763294,9.012074,-0.107359566,0.08674286,-0.8231409,WALK
-1.292869,3.2800562,9.059958,-0.107359566,0.08674286,-0.8231409,WALK
-1.292869,3.2800562,9.059958,0.05390886,0.18997909,-0.26358834,WALK
-0.7326257,2.516306,10.982503,0.05390886,0.18997909,-0.26358834,WALK
-0.7326257,2.516306,10.982503,0.034972034,-0.01282817,0.26847526,WALK
-0.80924016,1.6232687,9.05517,0.034972034,-0.01282817,0.26847526,WALK
-0.80924016,1.6232687,9.05517,-0.08659015,0.13500121,0.6001751,WALK
0.18914193,2.4301147,8.6697035,-0.08659015,0.13500121,0.6001751,WALK
0.18914193,2.4301147,8.6697035,0.36300668,-0.08002335,0.84513205,WALK
1.1755531,3.7708676,10.04637,0.36300668,-0.08002335,0.84513205,WALK
1.1755531,3.7708676,10.04637,0.17486018,-0.13805555,0.27152961,WALK
0.641646,2.5306711,9.885958,0.17486018,-0.13805555,0.27152961,WALK
0.641646,2.5306711,9.885958,-0.2930626,0.1337795,-0.31429017,WALK
-0.21308395,2.789245,7.472603,-0.2930626,0.1337795,-0.31429017,WALK
-0.21308395,2.789245,7.472603,-0.10308351,0.009773844,-0.77304995,WALK
-0.58897364,3.6655228,9.395146,-0.10308351,0.009773844,-0.77304995,WALK
-0.58897364,3.6655228,9.395146,0.11010846,0.10751228,-0.473726,WALK
-1.4437037,2.6168625,10.989685,0.11010846,0.10751228,-0.473726,WALK
-1.4437037,2.6168625,10.989685,0.078343466,0.092240654,-0.14874569,WALK
-0.59136784,1.9847932,9.002498,0.078343466,0.092240654,-0.14874569,WALK
-0.59136784,1.9847932,9.002498,0.0954477,-0.044593163,0.30695978,WALK
-0.09816227,3.7445314,8.272266,0.0954477,-0.044593163,0.30695978,WALK
-0.09816227,3.7445314,8.272266,0.20723604,-0.08368854,0.094989546,WALK
-0.062249243,4.050989,10.575488,0.20723604,-0.08368854,0.094989546,WALK
-0.062249243,4.050989,10.575488,0.22495113,-0.27122417,-0.14569137,WALK
-0.002394202,2.3080103,8.69604,0.22495113,-0.27122417,-0.14569137,WALK
-0.002394202,2.3080103,8.69604,-0.31749722,-0.26511553,-0.33078352,WALK
-0.48362875,2.779668,7.2212114,-0.31749722,-0.26511553,-0.33078352,WALK
-0.48362875,2.779668,7.2212114,0.18402316,-0.24007004,-0.64843345,WALK
-0.6775591,4.1012673,8.619426,0.18402316,-0.24007004,-0.64843345,WALK
-0.6775591,4.1012673,8.619426,0.010537425,0.034208454,-0.2837469,WALK
-1.9201498,2.9472623,10.494085,0.010537425,0.034208454,-0.2837469,WALK
-1.9201498,2.9472623,10.494085,-0.001069014,0.19425514,0.2049453,WALK
-0.61770403,2.6192567,8.8684225,-0.001069014,0.19425514,0.2049453,WALK
-0.61770403,2.6192567,8.8684225,0.08933904,-0.017104227,0.7272351,WALK
-0.9816227,3.8953662,8.767866,0.08933904,-0.017104227,0.7272351,WALK
-0.9816227,3.8953662,8.767866,-0.05177083,0.095294975,0.18906279,WALK
-0.18195933,3.9624038,10.295366,-0.05177083,0.095294975,0.18906279,WALK
-0.18195933,3.9624038,10.295366,0.04718934,-0.09590584,0.0870483,WALK
0.11971009,1.9776106,9.045593,0.04718934,-0.09590584,0.0870483,WALK
0.11971009,1.9776106,9.045593,-0.2582433,0.008552114,-0.12370021,WALK
-0.50278234,3.1364043,7.496545,-0.2582433,0.008552114,-0.12370021,WALK
-0.50278234,3.1364043,7.496545,0.16081028,-0.025045475,-0.2171626,WALK
-0.7326257,3.2465374,10.439018,0.16081028,-0.025045475,-0.2171626,WALK
-0.7326257,3.2465374,10.439018,-0.3303254,-0.036651913,-0.042455133,WALK
0.21787235,1.9440918,12.344803,-0.3303254,-0.036651913,-0.042455133,WALK
0.21787235,1.9440918,12.344803,-0.076816306,0.2706133,0.7987063,WALK
-0.7062895,1.2761095,8.557177,-0.076816306,0.2706133,0.7987063,WALK
-0.7062895,1.2761095,8.557177,1.53E-04,0.5748242,0.6942484,WALK
-1.5610195,3.8905778,8.873211,1.53E-04,0.5748242,0.6942484,WALK
-1.5610195,3.8905778,8.873211,0.08323039,0.42577308,0.5103779,WALK
0.24181437,3.3614593,10.561123,0.08323039,0.42577308,0.5103779,WALK
0.24181437,3.3614593,10.561123,0.48701233,0.006719518,1.1511755,WALK
-2.3774424,4.661511,9.500492,0.48701233,0.006719518,1.1511755,WALK
-2.3774424,4.661511,9.500492,0.071013086,1.5864171,0.6899723,WALK
0.7422025,4.3837833,7.7814546,0.071013086,1.5864171,0.6899723,WALK
0.7422025,4.3837833,7.7814546,0.22434026,0.89369583,0.64476824,WALK
-0.7541735,4.3143516,6.182128,0.22434026,0.89369583,0.64476824,WALK
-0.7541735,4.3143516,6.182128,0.37216964,-0.084910266,0.46211955,WALK
